Book,Chapter,Pericope,RefId,start,end
Proverbs,1,A Father's Exhortation: Acquire Wisdom,Proverbs  1:8-19,Proverbs.1.8,Proverbs.1.19
Proverbs,1,Wisdom Shouts in the Streets,Proverbs  1:20-33,Proverbs.1.20,Proverbs.1.33
Proverbs,2,The Benefits of Wisdom,Proverbs  2,Proverbs.2.1,Proverbs.2.22
Proverbs,3,Trusting in the Lord,Proverbs  3,Proverbs.3.1,Proverbs.3.35
Proverbs,4,A Father's Wise Advice,Proverbs  4,Proverbs.4.1,Proverbs.4.27
Proverbs,5,Avoid Immoral Women,Proverbs  5,Proverbs.5.1,Proverbs.5.23
Proverbs,6,Lessons for Daily Life,Proverbs  6,Proverbs.6.1,Proverbs.6.35
Proverbs,7,Another Warning about Immoral Women,Proverbs  7,Proverbs.7.1,Proverbs.7.27
Proverbs,8,Wisdom Calls for a Hearing,Proverbs  8:1-9:12,Proverbs.8.1,Proverbs.9.12
Proverbs,9,Folly Calls for a Hearing,Proverbs  9:13-18,Proverbs.9.13,Proverbs.9.18
Proverbs,10,The Proverbs of Solomon,Proverbs  10:1-22:16,Proverbs.10.1,Proverbs.22.16
Proverbs,22,Sayings of the Wise,Proverbs  22:17-24:22,Proverbs.22.17,Proverbs.24.22
Proverbs,24,More Sayings of the Wise,Proverbs  24:23-34,Proverbs.24.23,Proverbs.24.34
Proverbs,25,More Proverbs of Solomon,Proverbs  25-29,Proverbs.25.1,Proverbs.29.27
Proverbs,30,The Sayings of Agur,Proverbs  30,Proverbs.30.1,Proverbs.30.33
Proverbs,31,The Sayings of King Lemuel,Proverbs  31:1-9,Proverbs.31.1,Proverbs.31.9
Proverbs,31,A Wife of Noble Character,Proverbs  31:10-31,Proverbs.31.10,Proverbs.31.31
Ecclesiastes,1,,Ecclesiastes  1:1,Ecclesiastes.1.1,Ecclesiastes.1.1
Ecclesiastes,1,Everything Is Meaningless,Ecclesiastes  1:2-11,Ecclesiastes.1.2,Ecclesiastes.1.11
Ecclesiastes,1,The Teacher Speaks: The Futility of Wisdom,Ecclesiastes  1:12-18,Ecclesiastes.1.12,Ecclesiastes.1.18
Ecclesiastes,2,The Futility of Pleasure,Ecclesiastes  2:1-11,Ecclesiastes.2.1,Ecclesiastes.2.11
Ecclesiastes,2,The Wise and the Foolish,Ecclesiastes  2:12-17,Ecclesiastes.2.12,Ecclesiastes.2.17
Ecclesiastes,2,The Futility of Work,Ecclesiastes  2:18-26,Ecclesiastes.2.18,Ecclesiastes.2.26
Ecclesiastes,3,A Time for Everything,Ecclesiastes  3:1-15,Ecclesiastes.3.1,Ecclesiastes.3.15
Ecclesiastes,3,The Injustices of Life,Ecclesiastes  3:16-4:6,Ecclesiastes.3.16,Ecclesiastes.4.6
Ecclesiastes,4,The Advantages of Companionship,Ecclesiastes  4:7-12,Ecclesiastes.4.7,Ecclesiastes.4.12
Ecclesiastes,4,The Futility of Political Power,Ecclesiastes  4:13-16,Ecclesiastes.4.13,Ecclesiastes.4.16
Ecclesiastes,5,Approaching God with Care,Ecclesiastes  5:1-7,Ecclesiastes.5.1,Ecclesiastes.5.7
Ecclesiastes,5,The Futility of Wealth,Ecclesiastes  5:8-6:9,Ecclesiastes.5.8,Ecclesiastes.6.9
Ecclesiastes,6,The Future—Determined and Unknown,Ecclesiastes  6:10-12,Ecclesiastes.6.10,Ecclesiastes.6.12
Ecclesiastes,7,Wisdom for Life,Ecclesiastes  7:1-14,Ecclesiastes.7.1,Ecclesiastes.7.14
Ecclesiastes,7,The Limits of Human Wisdom,Ecclesiastes  7:15-8:1,Ecclesiastes.7.15,Ecclesiastes.8.1
Ecclesiastes,8,Obedience to the King,Ecclesiastes  8:2-8,Ecclesiastes.8.2,Ecclesiastes.8.8
Ecclesiastes,8,The Wicked and the Righteous,Ecclesiastes  8:9-17,Ecclesiastes.8.9,Ecclesiastes.8.17
Ecclesiastes,9,Death Comes to All,Ecclesiastes  9:1-12,Ecclesiastes.9.1,Ecclesiastes.9.12
Ecclesiastes,9,Thoughts on Wisdom and Folly,Ecclesiastes  9:13-10:4,Ecclesiastes.9.13,Ecclesiastes.10.4
Ecclesiastes,10,The Ironies of Life,Ecclesiastes  10:5-20,Ecclesiastes.10.5,Ecclesiastes.10.20
Ecclesiastes,11,The Uncertainties of Life,Ecclesiastes  11:1-6,Ecclesiastes.11.1,Ecclesiastes.11.6
Ecclesiastes,11,Advice for Young and Old,Ecclesiastes  11:7-12:7,Ecclesiastes.11.7,Ecclesiastes.12.7
Ecclesiastes,12,Concluding Thoughts about the Teacher,Ecclesiastes  12:8-14,Ecclesiastes.12.8,Ecclesiastes.12.14
Song of Solomon,1,Chapter 1,Song of Solomon  1,Song of Solomon.1.1,Song of Solomon.1.17
Song of Solomon,2,Chapter 2,Song of Solomon  2,Song of Solomon.2.1,Song of Solomon.2.17
Song of Solomon,3,Chapter 3,Song of Solomon  3,Song of Solomon.3.1,Song of Solomon.3.11
Song of Solomon,4,Chapter 4,Song of Solomon  4,Song of Solomon.4.1,Song of Solomon.4.16
Song of Solomon,5,Chapter 5,Song of Solomon  5,Song of Solomon.5.1,Song of Solomon.5.16
Song of Solomon,6,Chapter 6,Song of Solomon  6,Song of Solomon.6.1,Song of Solomon.6.13
Song of Solomon,7,Chapter 7,Song of Solomon  7,Song of Solomon.7.1,Song of Solomon.7.13
Song of Solomon,8,Chapter 8,Song of Solomon  8,Song of Solomon.8.1,Song of Solomon.8.14
Isaiah,1,A Message for Rebellious Judah,Isaiah  1:1-20,Isaiah.1.1,Isaiah.1.20
Isaiah,1,Unfaithful Jerusalem,Isaiah  1:21-31,Isaiah.1.21,Isaiah.1.31
Isaiah,2,The Lord's Future Reign,Isaiah  2:1-4,Isaiah.2.1,Isaiah.2.4
Isaiah,2,A Warning of Judgment,Isaiah  2:5-22,Isaiah.2.5,Isaiah.2.22
Isaiah,3,Judgment against Judah,Isaiah  3:1-15,Isaiah.3.1,Isaiah.3.15
Isaiah,3,A Warning to Jerusalem,Isaiah  3:16-4:1,Isaiah.3.16,Isaiah.4.1
Isaiah,4,A Promise of Restoration,Isaiah  4:2-6,Isaiah.4.2,Isaiah.4.6
Isaiah,5,A Song about the Lord's Vineyard,Isaiah  5:1-7,Isaiah.5.1,Isaiah.5.7
Isaiah,5,Judah's Guilt and Judgment,Isaiah  5:8-30,Isaiah.5.8,Isaiah.5.30
Isaiah,6,Isaiah's Cleansing and Call,Isaiah  6,Isaiah.6.1,Isaiah.6.13
Isaiah,7,A Message for Ahaz,Isaiah  7:1-9,Isaiah.7.1,Isaiah.7.9
Isaiah,7,The Sign of Immanuel,Isaiah  7:10-25,Isaiah.7.10,Isaiah.7.25
Isaiah,8,The Coming Assyrian Invasion,Isaiah  8:1-10,Isaiah.8.1,Isaiah.8.10
Isaiah,8,A Call to Trust the Lord,Isaiah  8:11-22,Isaiah.8.11,Isaiah.8.22
Isaiah,9,Hope in the Messiah,Isaiah  9:1-7,Isaiah.9.1,Isaiah.9.7
Isaiah,9,The Lord's Anger against Israel,Isaiah  9:8-10:4,Isaiah.9.8,Isaiah.10.4
Isaiah,10,Judgment against Assyria,Isaiah  10:5-19,Isaiah.10.5,Isaiah.10.19
Isaiah,10,Hope for the Lord's People,Isaiah  10:20-34,Isaiah.10.20,Isaiah.10.34
Isaiah,11,A Branch from David's Line,Isaiah  11,Isaiah.11.1,Isaiah.11.16
Isaiah,12,Songs of Praise for Salvation,Isaiah  12,Isaiah.12.1,Isaiah.12.6
Isaiah,13,A Message about Babylon,Isaiah  13,Isaiah.13.1,Isaiah.13.22
Isaiah,14,A Taunt for Babylon's King,Isaiah  14:1-23,Isaiah.14.1,Isaiah.14.23
Isaiah,14,A Message about Assyria,Isaiah  14:24-27,Isaiah.14.24,Isaiah.14.27
Isaiah,14,A Message about Philistia,Isaiah  14:28-32,Isaiah.14.28,Isaiah.14.32
Isaiah,15,A Message about Moab,Isaiah  15-16,Isaiah.15.1,Isaiah.16.14
Isaiah,17,A Message about Damascus and Israel,Isaiah  17,Isaiah.17.1,Isaiah.17.14
Isaiah,18,A Message about Ethiopia,Isaiah  18,Isaiah.18.1,Isaiah.18.7
Isaiah,19,A Message about Egypt,Isaiah  19,Isaiah.19.1,Isaiah.19.25
Isaiah,20,A Message about Egypt and Ethiopia,Isaiah  20,Isaiah.20.1,Isaiah.20.6
Isaiah,21,A Message about Babylon,Isaiah  21:1-10,Isaiah.21.1,Isaiah.21.10
Isaiah,21,A Message about Edom,Isaiah  21:11-12,Isaiah.21.11,Isaiah.21.12
Isaiah,21,A Message about Arabia,Isaiah  21:13-17,Isaiah.21.13,Isaiah.21.17
Isaiah,22,A Message about Jerusalem,Isaiah  22:1-14,Isaiah.22.1,Isaiah.22.14
Isaiah,22,A Message for Shebna,Isaiah  22:15-25,Isaiah.22.15,Isaiah.22.25
Isaiah,23,A Message about Tyre,Isaiah  23,Isaiah.23.1,Isaiah.23.18
Isaiah,24,Destruction of the Earth,Isaiah  24,Isaiah.24.1,Isaiah.24.23
Isaiah,25,Praise for Judgment and Salvation,Isaiah  25,Isaiah.25.1,Isaiah.25.12
Isaiah,26,A Song of Praise to the Lord,Isaiah  26:1-19,Isaiah.26.1,Isaiah.26.19
Isaiah,26,Restoration for Israel,Isaiah  26:20-27:13,Isaiah.26.20,Isaiah.27.13
Isaiah,28,A Message about Samaria,Isaiah  28,Isaiah.28.1,Isaiah.28.29
Isaiah,29,A Message about Jerusalem,Isaiah  29,Isaiah.29.1,Isaiah.29.24
Isaiah,30,Judah's Worthless Treaty with Egypt,Isaiah  30:1-7,Isaiah.30.1,Isaiah.30.7
Isaiah,30,A Warning for Rebellious Judah,Isaiah  30:8-17,Isaiah.30.8,Isaiah.30.17
Isaiah,30,Blessings for the Lord's People,Isaiah  30:18-33,Isaiah.30.18,Isaiah.30.33
Isaiah,31,The Futility of Relying on Egypt,Isaiah  31,Isaiah.31.1,Isaiah.31.9
Isaiah,32,Israel's Ultimate Deliverance,Isaiah  32,Isaiah.32.1,Isaiah.32.20
Isaiah,33,A Message about Assyria,Isaiah  33,Isaiah.33.1,Isaiah.33.24
Isaiah,34,A Message for the Nations,Isaiah  34,Isaiah.34.1,Isaiah.34.17
Isaiah,35,Hope for Restoration,Isaiah  35,Isaiah.35.1,Isaiah.35.10
Isaiah,36,Assyria Invades Judah,Isaiah  36:1-3,Isaiah.36.1,Isaiah.36.3
Isaiah,36,Sennacherib Threatens Jerusalem,Isaiah  36:4-22,Isaiah.36.4,Isaiah.36.22
Isaiah,37,Hezekiah Seeks the Lord's Help,Isaiah  37:1-20,Isaiah.37.1,Isaiah.37.20
Isaiah,37,Isaiah Predicts Judah's Deliverance,Isaiah  37:21-38,Isaiah.37.21,Isaiah.37.38
Isaiah,38,Hezekiah's Sickness and Recovery,Isaiah  38:1-8,Isaiah.38.1,Isaiah.38.8
Isaiah,38,Hezekiah's Poem of Praise,Isaiah  38:9-22,Isaiah.38.9,Isaiah.38.22
Isaiah,39,Envoys from Babylon,Isaiah  39,Isaiah.39.1,Isaiah.39.8
Isaiah,40,Comfort for God's People,Isaiah  40:1-11,Isaiah.40.1,Isaiah.40.11
Isaiah,40,The Lord Has No Equal,Isaiah  40:12-31,Isaiah.40.12,Isaiah.40.31
Isaiah,41,God's Help for Israel,Isaiah  41,Isaiah.41.1,Isaiah.41.29
Isaiah,42,The Lord's Chosen Servant,Isaiah  42:1-9,Isaiah.42.1,Isaiah.42.9
Isaiah,42,A Song of Praise to the Lord,Isaiah  42:10-17,Isaiah.42.10,Isaiah.42.17
Isaiah,42,Israel's Failure to Listen and See,Isaiah  42:18-25,Isaiah.42.18,Isaiah.42.25
Isaiah,43,The Savior of Israel,Isaiah  43:1-13,Isaiah.43.1,Isaiah.43.13
Isaiah,43,The Lord's Promise of Victory,Isaiah  43:14-44:5,Isaiah.43.14,Isaiah.44.5
Isaiah,44,The Foolishness of Idols,Isaiah  44:6-20,Isaiah.44.6,Isaiah.44.20
Isaiah,44,Restoration for Jerusalem,Isaiah  44:21-28,Isaiah.44.21,Isaiah.44.28
Isaiah,45,"Cyrus, the Lord's Chosen One",Isaiah  45:1-13,Isaiah.45.1,Isaiah.45.13
Isaiah,45,Future Conversion of Gentiles,Isaiah  45:14-25,Isaiah.45.14,Isaiah.45.25
Isaiah,46,Babylon's False Gods,Isaiah  46,Isaiah.46.1,Isaiah.46.13
Isaiah,47,Prediction of Babylon's Fall,Isaiah  47,Isaiah.47.1,Isaiah.47.15
Isaiah,48,God's Stubborn People,Isaiah  48:1-11,Isaiah.48.1,Isaiah.48.11
Isaiah,48,Freedom from Babylon,Isaiah  48:12-22,Isaiah.48.12,Isaiah.48.22
Isaiah,49,The Lord's Servant Commissioned,Isaiah  49:1-7,Isaiah.49.1,Isaiah.49.7
Isaiah,49,Promises of Israel's Restoration,Isaiah  49:8-50:3,Isaiah.49.8,Isaiah.50.3
Isaiah,50,The Lord's Obedient Servant,Isaiah  50:4-11,Isaiah.50.4,Isaiah.50.11
Isaiah,51,A Call to Trust the Lord,Isaiah  51,Isaiah.51.1,Isaiah.51.23
Isaiah,52,Deliverance for Jerusalem,Isaiah  52:1-12,Isaiah.52.1,Isaiah.52.12
Isaiah,52,The Lord's Suffering Servant,Isaiah  52:13-53:12,Isaiah.52.13,Isaiah.53.12
Isaiah,54,Future Glory for Jerusalem,Isaiah  54,Isaiah.54.1,Isaiah.54.17
Isaiah,55,Invitation to the Lord's Salvation,Isaiah  55,Isaiah.55.1,Isaiah.55.13
Isaiah,56,Blessings for All Nations,Isaiah  56:1-8,Isaiah.56.1,Isaiah.56.8
Isaiah,56,Sinful Leaders Condemned,Isaiah  56:9-57:2,Isaiah.56.9,Isaiah.57.2
Isaiah,57,Idolatrous Worship Condemned,Isaiah  57:3-13,Isaiah.57.3,Isaiah.57.13
Isaiah,57,God Forgives the Repentant,Isaiah  57:14-21,Isaiah.57.14,Isaiah.57.21
Isaiah,58,True and False Worship,Isaiah  58,Isaiah.58.1,Isaiah.58.14
Isaiah,59,Warnings against Sin,Isaiah  59,Isaiah.59.1,Isaiah.59.21
Isaiah,60,Future Glory for Jerusalem,Isaiah  60,Isaiah.60.1,Isaiah.60.22
Isaiah,61,Good News for the Oppressed,Isaiah  61,Isaiah.61.1,Isaiah.61.11
Isaiah,62,Isaiah's Prayer for Jerusalem,Isaiah  62,Isaiah.62.1,Isaiah.62.12
Isaiah,63,Judgment against the Lord's Enemies,Isaiah  63:1-6,Isaiah.63.1,Isaiah.63.6
Isaiah,63,Praise for Deliverance,Isaiah  63:7-14,Isaiah.63.7,Isaiah.63.14
Isaiah,63,Prayer for Mercy and Pardon,Isaiah  63:15-64:12,Isaiah.63.15,Isaiah.64.12
Isaiah,65,Judgment and Final Salvation,Isaiah  65-66,Isaiah.65.1,Isaiah.66.24
Jeremiah,1,Jeremiah's Call and First Visions,Jeremiah  1:1-19,Jeremiah.1.1,Jeremiah.1.19
Jeremiah,2,The Lord's Case against His People,Jeremiah  2:1-13,Jeremiah.2.1,Jeremiah.2.13
Jeremiah,2,The Results of Israel's Sin,Jeremiah  2:14-22,Jeremiah.2.14,Jeremiah.2.22
Jeremiah,2,"Israel, an Unfaithful Wife",Jeremiah  2:23-3:5,Jeremiah.2.23,Jeremiah.3.5
Jeremiah,3,Judah Follows Israel's Example,Jeremiah  3:6-10,Jeremiah.3.6,Jeremiah.3.10
Jeremiah,3,Hope for Wayward Israel,Jeremiah  3:11-4:2,Jeremiah.3.11,Jeremiah.4.2
Jeremiah,4,Coming Judgment against Judah,Jeremiah  4:3-18,Jeremiah.4.3,Jeremiah.4.18
Jeremiah,4,Jeremiah Weeps for His People,Jeremiah  4:19-22,Jeremiah.4.19,Jeremiah.4.22
Jeremiah,4,Jeremiah's Vision of Coming Disaster,Jeremiah  4:23-31,Jeremiah.4.23,Jeremiah.4.31
Jeremiah,5,The Sins of Judah,Jeremiah  5:1-19,Jeremiah.5.1,Jeremiah.5.19
Jeremiah,5,A Warning for God's People,Jeremiah  5:20-31,Jeremiah.5.20,Jeremiah.5.31
Jeremiah,6,Jerusalem's Last Warning,Jeremiah  6:1-9,Jeremiah.6.1,Jeremiah.6.9
Jeremiah,6,Judah's Constant Rebellion,Jeremiah  6:10-15,Jeremiah.6.10,Jeremiah.6.15
Jeremiah,6,Judah Rejects the Lord's Way,Jeremiah  6:16-21,Jeremiah.6.16,Jeremiah.6.21
Jeremiah,6,An Invasion from the North,Jeremiah  6:22-30,Jeremiah.6.22,Jeremiah.6.30
Jeremiah,7,Jeremiah Speaks at the Temple,Jeremiah  7:1-15,Jeremiah.7.1,Jeremiah.7.15
Jeremiah,7,Judah's Persistent Idolatry,Jeremiah  7:16-29,Jeremiah.7.16,Jeremiah.7.29
Jeremiah,7,The Valley of Slaughter,Jeremiah  7:30-8:3,Jeremiah.7.30,Jeremiah.8.3
Jeremiah,8,Deception by False Prophets,Jeremiah  8:4-17,Jeremiah.8.4,Jeremiah.8.17
Jeremiah,8,Jeremiah Weeps for Sinful Judah,Jeremiah  8:18-9:2,Jeremiah.8.18,Jeremiah.9.2
Jeremiah,9,Judgment for Disobedience,Jeremiah  9:3-16,Jeremiah.9.3,Jeremiah.9.16
Jeremiah,9,Weeping in Jerusalem,Jeremiah  9:17-26,Jeremiah.9.17,Jeremiah.9.26
Jeremiah,10,Idolatry Brings Destruction,Jeremiah  10:1-16,Jeremiah.10.1,Jeremiah.10.16
Jeremiah,10,The Coming Destruction,Jeremiah  10:17-22,Jeremiah.10.17,Jeremiah.10.22
Jeremiah,10,Jeremiah's Prayer,Jeremiah  10:23-25,Jeremiah.10.23,Jeremiah.10.25
Jeremiah,11,Judah's Broken Covenant,Jeremiah  11:1-17,Jeremiah.11.1,Jeremiah.11.17
Jeremiah,11,A Plot against Jeremiah,Jeremiah  11:18-23,Jeremiah.11.18,Jeremiah.11.23
Jeremiah,12,Jeremiah Questions the Lord's Justice,Jeremiah  12:1-4,Jeremiah.12.1,Jeremiah.12.4
Jeremiah,12,The Lord's Reply to Jeremiah,Jeremiah  12:5-13,Jeremiah.12.5,Jeremiah.12.13
Jeremiah,12,A Message for Israel's Neighbors,Jeremiah  12:14-17,Jeremiah.12.14,Jeremiah.12.17
Jeremiah,13,Jeremiah's Linen Loincloth,Jeremiah  13:1-14,Jeremiah.13.1,Jeremiah.13.14
Jeremiah,13,A Warning against Pride,Jeremiah  13:15-27,Jeremiah.13.15,Jeremiah.13.27
Jeremiah,14,Judah's Terrible Drought,Jeremiah  14:1-10,Jeremiah.14.1,Jeremiah.14.10
Jeremiah,14,The Lord Forbids Jeremiah to Intercede,Jeremiah  14:11-18,Jeremiah.14.11,Jeremiah.14.18
Jeremiah,14,A Prayer for Healing,Jeremiah  14:19-22,Jeremiah.14.19,Jeremiah.14.22
Jeremiah,15,Judah's Inevitable Doom,Jeremiah  15:1-9,Jeremiah.15.1,Jeremiah.15.9
Jeremiah,15,Jeremiah's Complaint,Jeremiah  15:10-21,Jeremiah.15.10,Jeremiah.15.21
Jeremiah,16,Jeremiah Forbidden to Marry,Jeremiah  16:1-4,Jeremiah.16.1,Jeremiah.16.4
Jeremiah,16,Judah's Coming Punishment,Jeremiah  16:5-13,Jeremiah.16.5,Jeremiah.16.13
Jeremiah,16,Hope despite the Disaster,Jeremiah  16:14-18,Jeremiah.16.14,Jeremiah.16.18
Jeremiah,16,Jeremiah's Prayer of Confidence,Jeremiah  16:19-21,Jeremiah.16.19,Jeremiah.16.21
Jeremiah,17,Judah's Sin and Punishment,Jeremiah  17:1-4,Jeremiah.17.1,Jeremiah.17.4
Jeremiah,17,Wisdom from the Lord,Jeremiah  17:5-10,Jeremiah.17.5,Jeremiah.17.10
Jeremiah,17,Jeremiah's Trust in the Lord,Jeremiah  17:11-18,Jeremiah.17.11,Jeremiah.17.18
Jeremiah,17,Observing the Sabbath,Jeremiah  17:19-27,Jeremiah.17.19,Jeremiah.17.27
Jeremiah,18,The Potter and the Clay,Jeremiah  18:1-17,Jeremiah.18.1,Jeremiah.18.17
Jeremiah,18,A Plot against Jeremiah,Jeremiah  18:18-23,Jeremiah.18.18,Jeremiah.18.23
Jeremiah,19,Jeremiah's Shattered Jar,Jeremiah  19,Jeremiah.19.1,Jeremiah.19.15
Jeremiah,20,Jeremiah and Pashhur,Jeremiah  20:1-6,Jeremiah.20.1,Jeremiah.20.6
Jeremiah,20,Jeremiah's Complaint,Jeremiah  20:7-18,Jeremiah.20.7,Jeremiah.20.18
Jeremiah,21,No Deliverance from Babylon,Jeremiah  21:1-10,Jeremiah.21.1,Jeremiah.21.10
Jeremiah,21,Judgment on Judah's Kings,Jeremiah  21:11-14,Jeremiah.21.11,Jeremiah.21.14
Jeremiah,22,A Message for Judah's Kings,Jeremiah  22:1-5,Jeremiah.22.1,Jeremiah.22.5
Jeremiah,22,A Message about the Palace,Jeremiah  22:6-9,Jeremiah.22.6,Jeremiah.22.9
Jeremiah,22,A Message about Jehoahaz,Jeremiah  22:10-12,Jeremiah.22.10,Jeremiah.22.12
Jeremiah,22,A Message about Jehoiakim,Jeremiah  22:13-23,Jeremiah.22.13,Jeremiah.22.23
Jeremiah,22,A Message for Jehoiachin,Jeremiah  22:24-30,Jeremiah.22.24,Jeremiah.22.30
Jeremiah,23,The Righteous Descendant,Jeremiah  23:1-8,Jeremiah.23.1,Jeremiah.23.8
Jeremiah,23,Judgment on False Prophets,Jeremiah  23:9-32,Jeremiah.23.9,Jeremiah.23.32
Jeremiah,23,False Prophecies and False Prophets,Jeremiah  23:33-40,Jeremiah.23.33,Jeremiah.23.40
Jeremiah,24,Good and Bad Figs,Jeremiah  24,Jeremiah.24.1,Jeremiah.24.10
Jeremiah,25,Seventy Years of Captivity,Jeremiah  25:1-14,Jeremiah.25.1,Jeremiah.25.14
Jeremiah,25,The Cup of the Lord's Anger,Jeremiah  25:15-38,Jeremiah.25.15,Jeremiah.25.38
Jeremiah,26,Jeremiah's Escape from Death,Jeremiah  26,Jeremiah.26.1,Jeremiah.26.24
Jeremiah,27,Jeremiah Wears an Ox Yoke,Jeremiah  27,Jeremiah.27.1,Jeremiah.27.22
Jeremiah,28,Jeremiah Condemns Hananiah,Jeremiah  28,Jeremiah.28.1,Jeremiah.28.17
Jeremiah,29,A Letter to the Exiles,Jeremiah  29:1-23,Jeremiah.29.1,Jeremiah.29.23
Jeremiah,29,A Message for Shemaiah,Jeremiah  29:24-32,Jeremiah.29.24,Jeremiah.29.32
Jeremiah,30,Promises of Deliverance,Jeremiah  30,Jeremiah.30.1,Jeremiah.30.24
Jeremiah,31,Hope for Restoration,Jeremiah  31:1-14,Jeremiah.31.1,Jeremiah.31.14
Jeremiah,31,Rachel's Sadness Turns to Joy,Jeremiah  31:15-40,Jeremiah.31.15,Jeremiah.31.40
Jeremiah,32,Jeremiah's Land Purchase,Jeremiah  32:1-15,Jeremiah.32.1,Jeremiah.32.15
Jeremiah,32,Jeremiah's Prayer,Jeremiah  32:16-25,Jeremiah.32.16,Jeremiah.32.25
Jeremiah,32,A Prediction of Jerusalem's Fall,Jeremiah  32:26-35,Jeremiah.32.26,Jeremiah.32.35
Jeremiah,32,A Promise of Restoration,Jeremiah  32:36-44,Jeremiah.32.36,Jeremiah.32.44
Jeremiah,33,Promises of Peace and Prosperity,Jeremiah  33,Jeremiah.33.1,Jeremiah.33.26
Jeremiah,34,A Warning for Zedekiah,Jeremiah  34:1-7,Jeremiah.34.1,Jeremiah.34.7
Jeremiah,34,Freedom for Hebrew Slaves,Jeremiah  34:8-22,Jeremiah.34.8,Jeremiah.34.22
Jeremiah,35,The Faithful Recabites,Jeremiah  35,Jeremiah.35.1,Jeremiah.35.19
Jeremiah,36,Baruch Reads the Lord's Messages,Jeremiah  36:1-20,Jeremiah.36.1,Jeremiah.36.20
Jeremiah,36,King Jehoiakim Burns the Scroll,Jeremiah  36:21-26,Jeremiah.36.21,Jeremiah.36.26
Jeremiah,36,Jeremiah Rewrites the Scroll,Jeremiah  36:27-32,Jeremiah.36.27,Jeremiah.36.32
Jeremiah,37,Zedekiah Calls for Jeremiah,Jeremiah  37:1-10,Jeremiah.37.1,Jeremiah.37.10
Jeremiah,37,Jeremiah Is Imprisoned,Jeremiah  37:11-21,Jeremiah.37.11,Jeremiah.37.21
Jeremiah,38,Jeremiah in a Cistern,Jeremiah  38:1-13,Jeremiah.38.1,Jeremiah.38.13
Jeremiah,38,Zedekiah Questions Jeremiah,Jeremiah  38:14-28,Jeremiah.38.14,Jeremiah.38.28
Jeremiah,39,The Fall of Jerusalem,Jeremiah  39:1-10,Jeremiah.39.1,Jeremiah.39.10
Jeremiah,39,Jeremiah Remains in Judah,Jeremiah  39:11-40:6,Jeremiah.39.11,Jeremiah.40.6
Jeremiah,40,Gedaliah Governs in Judah,Jeremiah  40:7-12,Jeremiah.40.7,Jeremiah.40.12
Jeremiah,40,A Plot against Gedaliah,Jeremiah  40:13-16,Jeremiah.40.13,Jeremiah.40.16
Jeremiah,41,The Murder of Gedaliah,Jeremiah  41,Jeremiah.41.1,Jeremiah.41.18
Jeremiah,42,Warning to Stay in Judah,Jeremiah  42,Jeremiah.42.1,Jeremiah.42.22
Jeremiah,43,Jeremiah Taken to Egypt,Jeremiah  43,Jeremiah.43.1,Jeremiah.43.13
Jeremiah,44,Judgment for Idolatry,Jeremiah  44,Jeremiah.44.1,Jeremiah.44.30
Jeremiah,45,A Message for Baruch,Jeremiah  45,Jeremiah.45.1,Jeremiah.45.5
Jeremiah,46,Messages for the Nations,Jeremiah  46:1,Jeremiah.46.1,Jeremiah.46.1
Jeremiah,46,Messages about Egypt,Jeremiah  46:2-28,Jeremiah.46.2,Jeremiah.46.28
Jeremiah,47,A Message about Philistia,Jeremiah  47,Jeremiah.47.1,Jeremiah.47.7
Jeremiah,48,A Message about Moab,Jeremiah  48,Jeremiah.48.1,Jeremiah.48.47
Jeremiah,49,A Message about Ammon,Jeremiah  49:1-6,Jeremiah.49.1,Jeremiah.49.6
Jeremiah,49,Messages about Edom,Jeremiah  49:7-22,Jeremiah.49.7,Jeremiah.49.22
Jeremiah,49,A Message about Damascus,Jeremiah  49:23-27,Jeremiah.49.23,Jeremiah.49.27
Jeremiah,49,A Message about Kedar and Hazor,Jeremiah  49:28-33,Jeremiah.49.28,Jeremiah.49.33
Jeremiah,49,A Message about Elam,Jeremiah  49:34-39,Jeremiah.49.34,Jeremiah.49.39
Jeremiah,50,A Message about Babylon,Jeremiah  50:1-3,Jeremiah.50.1,Jeremiah.50.3
Jeremiah,50,Hope for Israel and Judah,Jeremiah  50:4-10,Jeremiah.50.4,Jeremiah.50.10
Jeremiah,50,Babylon's Sure Fall,Jeremiah  50:11-16,Jeremiah.50.11,Jeremiah.50.16
Jeremiah,50,Hope for God's People,Jeremiah  50:17-20,Jeremiah.50.17,Jeremiah.50.20
Jeremiah,50,The Lord's Judgment on Babylon,Jeremiah  50:21-51:14,Jeremiah.50.21,Jeremiah.51.14
Jeremiah,51,A Hymn of Praise to the Lord,Jeremiah  51:15-19,Jeremiah.51.15,Jeremiah.51.19
Jeremiah,51,Babylon's Great Punishment,Jeremiah  51:20-35,Jeremiah.51.20,Jeremiah.51.35
Jeremiah,51,The Lord's Vengeance on Babylon,Jeremiah  51:36-44,Jeremiah.51.36,Jeremiah.51.44
Jeremiah,51,A Message for the Exiles,Jeremiah  51:45-53,Jeremiah.51.45,Jeremiah.51.53
Jeremiah,51,Babylon's Complete Destruction,Jeremiah  51:54-58,Jeremiah.51.54,Jeremiah.51.58
Jeremiah,51,Jeremiah's Message Sent to Babylon,Jeremiah  51:59-64,Jeremiah.51.59,Jeremiah.51.64
Jeremiah,52,The Fall of Jerusalem,Jeremiah  52:1-11,Jeremiah.52.1,Jeremiah.52.11
